name,price,OCrate,neighbor,property_type,bed,bath
" ""Off the Beaten Path"" NYC OASIS ",$85/night, 86%  ,Clifton ,Apartment,1,1
 Midtown East Elevator 1 Bedroom ,$125/night, 58%  ,Hunters Point ,Apartment,1,1
" Midtown East 2 BR, 3 Beds ",$155/night, 53%  ,Hunters Point ,Apartment,3,1
 brooklyn rent apartment ,$116/night, 27%  ,Brighton Beach ,Apartment,N/A,1
 Amazing 2 BR in SOHO ,$154/night, 54%  ,NoHo ,Apartment,2,1
" LETS STAY TOGETHER
3 bedrooms, 2full baths ",$185/night, 26%  ,Flatbush ,Townhouse,4,2
 Times Square Two Bedroom ,$170/night, 83%  ,Clinton ,Apartment,2,1
" Private, Cozy hideaway apt in Bklyn for 1 to 3 . ",$97/night, 15%  ,Canarsie ,Guest suite,2,1
 Beautiful Studio in heart of UWS ,$192/night, 85%  ,Central Park ,Loft,1,1
" Beautiful, clean 1-bdrm private apt ",$71/night, 99%  ,Washington Heights ,Apartment,2,1
 Cozy and ideal studio in the middle of Manhattan.. ,$131/night, 87%  ,Hunters Point ,Apartment,2,1
 Columbia/ Harlem-Morningside Studio ,$175/night, 100%  ,Manhattanville ,Apartment,1,1
 Small studio/Central Park/Upper West Side ,$155/night, 83%  ,Upper West Side ,Apartment,1,1
 Comfy Sanctuary walk to Laguardia!! ,$80/night, 58%  ,La Guardia Airport ,Guest suite,1,1
 Cozy 1 Bedroom Apt.. Just like home ,$130/night, 55%  ,Wingate ,Apartment,1,1
" Large apt at Central Park, TimesSq ",$199/night, 100%  ,Midtown ,Apartment,1,1
" Sunny, Quiet! Lovely 1 Bedroom in Prospect Heights ",$158/night, 78%  ,Park Slope ,Apartment,1,1
 1 BR heart of Midtown East ,$121/night, 51%  ,Midtown ,Apartment,1,1
 1 BR High End Renovations & Design ,$135/night, 53%  ,NoHo ,Apartment,1,1
 Vintage NYC apt - Monthly Rates! ,$100/night, 15%  ,Maspeth ,Apartment,2,1
 Peaceful Brooklyn Flat ,$85/night, 87%  ,Bay Ridge ,Apartment,1,1
 NYCHaven3: ,$132/night, 48%  ,East Flatbush ,House,6,1
" Spacious loft apt, with plenty of light ",$137/night, 74%  ,Clinton Hill ,Loft,1,1
 Lovely Oasis in the West Village ,$130/night, 88%  ,NoHo ,Apartment,1,1
" Beautiful Flatiron 3 Bedroom, 2 Bath Loft ",$618/night, 39%  ,Flatiron District ,Loft,4,2
 Lovely home located by pier ,$78/night, 18%  ,Canarsie ,House,2,1
 Authentic Soho Loft (1200 sq ft) ,$290/night, 51%  ,NoHo ,Loft,3,1
 Spacious Harlem Brownstone apartment ,$172/night, 66%  ,Harlem ,Apartment,3,1
 Cozy Modern Luxury with Full Balcony ,$105/night, 70%  ,Flatbush ,Apartment,1,1
 SoHo Studio on Spring Street ,$292/night, 51%  ,NoHo ,Apartment,1,1
" STUNNING OCEAN-VIEW 1BR in BROOKLYN, NYC ",$106/night, 88%  ,Brighton Beach ,Apartment,2,1
 Charming Modern Bed-Stuy Brooklyn Townhouse W/Yard ,$118/night, 92%  ,Bushwick ,Apartment,3,1
 1BR Bright & Spacious in West Harlem ,$151/night, 84%  ,Manhattanville ,Apartment,2,1
 ENTIRE 1 Bedroom apartment- Upper East Side ,$178/night, 80%  ,Sutton Place ,Apartment,2,1
" Stylish, Spacious 1 BR Apt in Heart of Village ",$138/night, 94%  ,East Village ,Apartment,1,1
 Cozy 1 Bedroom in Clinton Hill ,$113/night, 91%  ,Clinton Hill ,Guest suite,1,1
 The Ganham House ,$92/night, 18%  ,East Flatbush ,Apartment,2,1
 Quiet Chelsea One Bedroom ,$206/night, 87%  ,NoHo ,Apartment,1,1
 Modern Clean Studio 2 blocks from Central Park ,$191/night, 67%  ,Carnegie Hill ,Apartment,2,1
 2BR Comfy Apt - 15min from MIDTOWN ,$154/night, 5%  ,Sunnyside ,Apartment,4,1
 COLUMBIA PRESBYTERIAN MED CTR *ARIA* 1 Bedroom Apt ,$118/night, 37%  ,High Bridge ,Apartment,1,1
 A cozy place to set your mind free. ,$63/night, 67%  ,East New York ,Apartment,1,1
 Sunny and comfortable Apartment ,$114/night, 65%  ,Fort Hamilton ,Apartment,1,1
" Cozy, quiet, studio apartment ",$183/night, 57%  ,East Village ,Apartment,1,1
 Well located apartment near NY City ,$150/night, 39%  ,Fieldston ,Apartment,2,1
 Charming Brownstone w/Backyard ,$136/night, 41%  ,Bushwick ,Townhouse,1,1
 Prime Central Park West Pied à Terre ,$206/night, 78%  ,Carnegie Hill ,Apartment,1,1
 GREAT Bright Manhtattan Apartment! ,$105/night, 75%  ,Manhattanville ,Condominium,1,1
 Sunset Retreat - Top Floor Oasis ,$108/night, 13%  ,Bay Ridge ,Apartment,1,1
 House On Henry Parlor Apartment ,$180/night, 65%  ,Red Hook ,Apartment,2,1
 Prime Carroll Gardens Apartment ,$170/night, 61%  ,Park Slope ,Apartment,2,1
 Beautiful Entire Apt in New York (Up to 6 people) ,$49/night, 24%  ,East Elmhurst ,Apartment,3,1
 Studio Upper East Side ,$95/night, 85%  ,Carnegie Hill ,Apartment,1,1
 NY Queens Penthouse HOME with Patio ,$197/night, 17%  ,Briarwood ,Apartment,4,2
 Cozy & Private Fort Green Cottage ,$148/night, 69%  ,Clinton Hill ,Apartment,1,1
 Stunning Central Park West Location ,$309/night, 88%  ,Central Park ,Apartment,2,1.5
 Cozy private 1.5BR Garden Apartment w/ backyard ,$179/night, 48%  ,Washington Heights ,Apartment,2,1
 Modern Studio in Middle Village ,$109/night, 45%  ,Maspeth ,Apartment,N/A,1
 The Healing Place ,$120/night, 86%  ,Wingate ,Other,1,1
 Beautiful first floor  Beach House ,$212/night, 30%  ,Belle Harbor ,Apartment,4,1
 Beautiful second floor Beach House ,$171/night, 32%  ,Belle Harbor ,House,3,1
 Beautifull Top floor Beach House ,$152/night, 41%  ,Belle Harbor ,Apartment,2,1
 Upper West Side Split Layout 1 BR ,$116/night, 64%  ,Carnegie Hill ,Apartment,1,1
 Midtown Sleep 6 Central Convenience ,$323/night, 72%  ,Midtown ,Apartment,3,1
 Authentic NYC Living 2 ,$99/night, 64%  ,Bushwick ,House,1,1
 Spacious Studio ,$98/night, 100%  ,Clinton ,Apartment,1,1
 5th ave & Broadway nr Times Square ,$154/night, 94%  ,Midtown ,Apartment,1,1
" Sunny, Large West Village 1 BR Near Everything ",$293/night, 69%  ,NoHo ,Apartment,2,1
 SoBro Guest House ,$131/night, 59%  ,Port Morris ,Townhouse,3,1
 Studio Apt. near Empire State Bldg 4B ,$97/night, 88%  ,Sutton Place ,Apartment,1,1
 Bright Soho Loft with Huge Windows ,$549/night, 34%  ,Chinatown ,Apartment,4,1
 5th ave/Broadway near Empire State ,$158/night, 97%  ,Midtown ,Apartment,1,1
 Charming Two Bridges Hideout ,$101/night, 92%  ,DUMBO ,Apartment,1,1
" Park Slope Apt:, Spacious 2 bedroom ",$165/night, 100%  ,Park Slope ,Apartment,2,2
 Clean newly renovated 3 bedroom ,$121/night, 77%  ,Port Morris ,Apartment,3,1
 Chic Spacious Beachfront House ,$307/night, 18%  ,Arverne ,House,4,2.5
 DSGN by Starck! GYM W&D Basket Ball Court !5183 ,$171/night, 50%  ,DUMBO ,Apartment,2,1
 2Story4Bedroom 2Full Bath New York Palace ,$300/night, 1%  ,Laurelton ,House,5,2
 Cozy 2 BR apartment in Queens ,$90/night, 100%  ,Kew Gardens ,Apartment,2,1
" 30 Day Plus Rental by JFK, Subway and Beach ",$206/night, 45%  ,Arverne ,Apartment,2,1
" Beautiful, big apt w/ backyard, 1 block from train ",$233/night, 28%  ,East Flatbush ,House,3,1
 Furnished 1 Bedroom in East Harlem ,$76/night, 59%  ,Carnegie Hill ,Apartment,1,1
 Cute and comfy 1bedroom apartment ,$77/night, 27%  ,Morris Heights ,Apartment,1,1
 Bright Modern Greenwich Village 1BR ,$212/night, 98%  ,NoHo ,Apartment,1,1
" Renovated, Residential Space ",$86/night, 47%  ,Cambria Heights ,Townhouse,2,1
 Stunning Sundrenched Tribeca Loft ,$274/night, 59%  ,NoHo ,Apartment,1,1
 Large apartment mins away from Manhattan. ,$141/night, 45%  ,Woodside ,Apartment,1,1
" Newly renovated Apt., 3 bedrooms! ",$270/night, 12%  ,Jackson Heights ,Apartment,N/A,2
" Nice & clean 3 bedroom, great area! Free yoga !! ",$187/night, 36%  ,Park Slope ,Townhouse,3,1
 SPACIOUS 2BR PRIME EAST VILLAGE APT ,$291/night, 53%  ,East Village ,Apartment,3,1
 Cozy & Chic Studio Apartment ,$88/night, 84%  ,Brownsville ,House,2,1
 Bright Harlem Apt. in New Building! ,$127/night, 55%  ,Harlem ,Apartment,1,1
 Studio/Heart of the East Village ,$125/night, 97%  ,NoHo ,Apartment,1,1
" Central Location,  Time Square, 24 hour doorman ",$139/night, 46%  ,Turtle Bay ,Apartment,4,1
" Legal full floor by Sunset Park, 20mins to Soho ",$135/night, 78%  ,Sunset Park ,Guest suite,2,1
 Stylish Apt in Heart of Ft. Greene ,$142/night, 42%  ,Park Slope ,Apartment,1,1
 3.5 - 4.5* Bedrms Apt in NYC + Private Backyard ,$363/night, 37%  ,Washington Heights ,Townhouse,9,2
 New & Bright Garden Apartment ,$184/night, 63%  ,Park Slope ,Townhouse,1,1
 Comfortable modern 2 bed apartment. Backyard! ,$85/night, 73%  ,Maspeth ,Apartment,2,2
 Midtown Manhattan Two Full Bedrooms - Private ,$340/night, 68%  ,Tudor City ,Apartment,3,1
 *Lovely Apt In Heart Of Park Slope* ,$85/night, 71%  ,Park Slope ,Apartment,1,1
 Cozy Doorman! On Broadway!Gym 5111 ,$135/night, 82%  ,Carnegie Hill ,Apartment,2,1
 Discover Windsor Terrace! -- a treasure.  2 BR apt ,$102/night, 92%  ,Prospect Park South ,Apartment,2,1
 Newly Renovated Studio Midtown East ,$214/night, 90%  ,Hunters Point ,Apartment,2,1
" Beautiful Huge Loft in Williamsburg, New York ",$275/night, 84%  ,Navy Yard ,Loft,1,1
 Manhattan Upper East Side 1bedroom ,$134/night, 89%  ,Carnegie Hill ,Apartment,1,1
 IDEAL One bedroom apt by Central Park! ,$117/night, 85%  ,Sutton Place ,Apartment,1,1
 2F Live Like a Real NYer in Real 3Bd! ,$324/night, 34%  ,High Bridge ,Townhouse,5,2
 Comfy spacious apartment with wi-fi ,$60/night, 30%  ,Brownsville ,Apartment,3,1
 BEST BET IN HARLEM ,$150/night, 53%  ,Manhattanville ,Apartment,1,1
" NEWLY RENOVATED,  studio in Park Slope ",$142/night, 47%  ,Park Slope ,Apartment,2,1
 ★ HEBREWS 13:2 ★ ,$335/night, 15%  ,Co-op City ,House,6,1
 3F 4bd/2bath Luxury Apt in Manhattan/NYC ,$341/night, 41%  ,Washington Heights ,Townhouse,5,2
 Wonderful House in lovely Ditmas Park-EZ to subway ,$353/night, 34%  ,Midwood ,House,5,2
 Near to Central Park and 1 ride to Times Sq! ,$171/night, 47%  ,Carnegie Hill ,Apartment,3,1
 Bergen Beach 3 or 4 Bedrooms 2 bath ,$236/night, 12%  ,Bergen Beach ,House,6,2
 NYC Studio for Rent in Townhouse ,$108/night, 49%  ,Harlem ,Apartment,2,1
 Bright  Studio Near Time Square ,$98/night, 86%  ,Clinton ,Apartment,1,1
 Private 1 Bedroom Apartment SLEEPS 4 -Close to All ,$59/night, 87%  ,Briarwood ,Apartment,2,1
" CLEAN,SPACIOUS,CONVENIENT,FiDi/NYC Apartment ",$267/night, 64%  ,DUMBO ,Apartment,2,1
 Designer 1BR in Hell's Kitchen NYC ,$218/night, 74%  ,Tudor City ,Apartment,2,1
 Spacious Brownstone with 4 beds on Second floor! ,$102/night, 61%  ,Bushwick ,Apartment,5,1
 Suite One at Bryant Manor ,$176/night, 47%  ,Harlem ,Apartment,2,1
 Cozy and privat studio near Times Sq ,$173/night, 94%  ,Midtown ,Apartment,2,1
 Spacious Studio w/ Patio- Ft Greene ,$164/night, 33%  ,Clinton Hill ,Apartment,N/A,1
 NEW Modern Apartment w/ OutdoorDeck ,$227/night, 47%  ,Park Slope ,Apartment,3,1
 Simple Suite with Private Bathroom ,$60/night, 91%  ,Brownsville ,Guest suite,1,1
 Private patio on the LES. ,$194/night, 77%  ,DUMBO ,Apartment,1,1
" One train ride to Times SQ, Central Park, LOCATION ",$152/night, 69%  ,Carnegie Hill ,Apartment,3,1
 Ft Green Sunlit 1 Bedroom Apartment ,$157/night, 30%  ,Clinton Hill ,Apartment,1,1
 Traveller's Flat – Hell's Kitchen ,$153/night, 97%  ,Clinton ,Apartment,2,1
 Sunny apt w/HUGE terrace & rooftop ,$196/night, 68%  ,Navy Yard ,Apartment,1,1
 Zen Artist Village Studio ,$247/night, 85%  ,Greenwich Village ,Apartment,N/A,1
 Sunny Loft Midtown NYC Elevator ,$165/night, 87%  ,Hunters Point ,Apartment,1,1
 Entire Home in NYC- 1 bedroom/ Private Entrance ,$107/night, 46%  ,Pelham Gardens ,House,1,1
 New Apt. in Park Slope / Gowanus ,$117/night, 90%  ,Park Slope ,Apartment,N/A,1
" Entire House in Brooklyn for 6, super good price¡¡ ",$250/night, 15%  ,Kensington ,House,6,1.5
 2 BDRM Apt. in the Middle of NYC apt. 3B ,$171/night, 81%  ,Sutton Place ,Apartment,4,1
 Near Times Square ,$212/night, 59%  ,Clinton ,Apartment,2,1
" Apt for 6, near Ctrl Park, Times Sq ",$165/night, 47%  ,Carnegie Hill ,Apartment,4,1
 QUIET CLEAN APT IN THE HEART OF IT ALL 4 ,$188/night, 52%  ,NoHo ,Apartment,1,1
" Penthouse 2BR w skylight,terrace, and a roof deck. ",$381/night, 84%  ,Sutton Place ,Apartment,3,1
 Beautiful spacious brownstone in Central Harlem ,$242/night, 43%  ,Harlem ,House,4,3.5
 Modern & cosy Bronx apt w/ parking ,$99/night, 88%  ,Wakefield ,Apartment,2,1
 Clean 2Bedroom-Ideal UpperEast Loc. ,$127/night, 73%  ,Sutton Place ,Apartment,N/A,1
 Historic Gem Close to SI Ferry ,$155/night, 55%  ,Clifton ,Apartment,5,2
 FANTASTIC FLOOR THROUGH ONE BEDROOM ,$223/night, 61%  ,Hunters Point ,Apartment,2,1
 Chic Historic Harlem Brownstone ,$299/night, 40%  ,Harlem ,Apartment,2,1
 Airy Apt w/ Balcony by Central Park ,$251/night, 83%  ,Upper West Side ,Apartment,1,1
 Sunny Duplex in Brooklyn's Best Area ,$280/night, 67%  ,Park Slope ,House,5,2
 Lovely apartment as home ,$100/night, 95%  ,Pomonok ,Townhouse,2,1
 UWS Duplex 3bdrm next to Central Pk ,$235/night, 99%  ,Carnegie Hill ,Apartment,5,1.5
 Spacious 4bdrm next to CentralPk ,$275/night, 89%  ,Carnegie Hill ,Apartment,4,2
 A top floor in Midtown ,$220/night, 59%  ,Hunters Point ,Apartment,2,1
 SPACIOUS 2 BR APT WITH PRIVATE BACKYARD ,$114/night, 72%  ,Harlem ,Apartment,3,1
 Quiet-Private Large Brooklyn Studio ,$80/night, 15%  ,Ocean Parkway ,Apartment,1,1
 Sun-drenched Park Slope Studio ,$109/night, 84%  ,Park Slope ,Apartment,1,1
 Entire apartment in central Brooklyn neighborhood. ,$95/night, 100%  ,Park Slope ,Apartment,1,1
" Huge,  Sunny,  Good Vibes Authentic Artist's LOFT ",$195/night, 34%  ,Clinton Hill ,Loft,1,1
 ☆Massive DUPLEX☆ 2BR & 2BTH East Village 9+ Guests ,$304/night, 90%  ,East Village ,Apartment,4,2
 Newly Renovated Private 3 bedroom Apt.Near ,$176/night, 68%  ,Corona ,Apartment,4,1
 Classy Penthouse with Amazing View! ,$468/night, 88%  ,Clinton ,Apartment,2,1
 Quiet Soho/Nolita Garden Alcove Studio ,$165/night, 95%  ,NoHo ,Apartment,1,1
 The Oasis of Utica ,$92/night, 67%  ,East Flatbush ,House,1,1
 Cozy 1 Bedroom Brownstone In Clinton Hill! ,$143/night, 31%  ,Clinton Hill ,Townhouse,1,1
 Cozy and full of plants ,$145/night, 97%  ,NoHo ,Apartment,2,1
 2 bedroom  near Time Sq ,$142/night, 74%  ,Midtown ,Apartment,2,1
 Beautiful West Village Apartment ,$199/night, 98%  ,NoHo ,Apartment,2,1
" Cozy 1BD w Private Terrace, Walk to Museums & Park ",$140/night, 100%  ,Carnegie Hill ,Apartment,1,1
 NYC 2 BDRM Apt. Apt. 3A ,$147/night, 89%  ,Midtown ,Apartment,3,1
 Flatiron NYC 1 Bed/1 Bath Apt! ,$204/night, 78%  ,NoHo ,Loft,1,1
 Spacious Studio 15 min to Manhattan ,$135/night, 16%  ,Astoria Heights ,Apartment,2,1
 Comfortable and cozy Apartment in Manhattan ,$115/night, 100%  ,Hamilton Heights ,Apartment,4,1
 Lightfull and Quiet apartment 15 min to Manhattan. ,$135/night, 61%  ,Woodside ,Apartment,1,1
 Entire Times Square 1BD Apartment ,$184/night, 88%  ,Midtown ,Apartment,2,1
 The Clean Comfortable Modern Lounge ,$76/night, 75%  ,Cambria Heights ,Apartment,1,1
 Spacious Town House near Park ,$76/night, 97%  ,Flatbush ,Apartment,3,1
 Brand New Clean and Sunny one bed! ,$133/night, 74%  ,Bushwick ,Apartment,1,1
 East Midtown Modern Alcove Studio 3 ,$140/night, 82%  ,Hunters Point ,Apartment,2,1
 Sunny Spacious Apt in Astoria w/ back yard access ,$127/night, 100%  ,Woodside ,Apartment,1,1
 Nice and cozy little apt available ,$71/night, 93%  ,Co-op City ,Apartment,1,1
 2 bed Apartment close to Times Sq ,$253/night, 61%  ,Tudor City ,Apartment,2,1
 Cozy Private room in Chelsea ! ,$76/night, 93%  ,Clinton ,Apartment,2,1
 NYC Lincoln Center Area ,$425/night, 91%  ,Clinton ,Apartment,3,2
" Massive, sunny 1-br in Brooklyn ",$150/night, 45%  ,Wingate ,Apartment,1,1
 COZY STUDIO  in BROOKLYN ,$69/night, 80%  ,Bushwick ,House,1,1
 The Original Williamsburg Loft! ,$238/night, 34%  ,Greenpoint ,Loft,1,1
 Danish Modern in Brownstone ,$228/night, 57%  ,Park Slope ,Townhouse,2,1
 Very Large Private Apartment ,$67/night, 24%  ,Van Cortlandt Park ,Apartment,1,1
 Ditmas Park Beauty ,$177/night, 83%  ,Flatbush ,Apartment,3,1
 BrownBrick in Park Slope Brownstone ,$141/night, 67%  ,Park Slope ,Apartment,2,1
 Colorful Brooklyn Garden Casita ,$125/night, 78%  ,Park Slope ,Apartment,1,1
 Large & Unique multi Rooms Loft close to all ,$160/night, 55%  ,Park Slope ,Loft,3,1
 The Yellow Bungalow of Rockaway Beach ,$132/night, 50%  ,Arverne ,Bungalow,1,1
 Wonderful Bright Eastside Manhattan ,$129/night, 100%  ,Carnegie Hill ,Apartment,3,1
 Modern Apartment in Brownstone Bkln ,$250/night, 100%  ,Park Slope ,Apartment,6,2
 Midtown East XL 1 BR ,$133/night, 47%  ,Hunters Point ,Apartment,1,1
 Brand New Luxurious Studio Midtown ,$121/night, 57%  ,Midtown ,Apartment,1,1
 Great Modern Studio in Chelsea! ,$186/night, 69%  ,NoHo ,Apartment,1,1
 LIVE HERE!! COZY STUDIO IN CHELSEA! ,$178/night, 78%  ,NoHo ,Apartment,1,1
 Gorgeous Studio in Doorman Luxury! ,$100/night, 100%  ,Carnegie Hill ,Apartment,1,1
 DESIGNER STUDIO NEAR CENTRAL PARK UPPER EAST SIDE ,$114/night, 85%  ,Carnegie Hill ,Apartment,1,1
 Cozy Modern One Bedroom in Chelsea ,$241/night, 54%  ,Clinton ,Serviced apartment,2,1
 ENTIRE PLACE ,$99/night, 65%  ,Morris Heights ,Apartment,1,1
 Lovely 1 BDRM - Working Fireplace - Subway 1 Blk ,$204/night, 67%  ,East Village ,Apartment,2,1
" Sixth Ave Chelsea, 1bd Serviced Apartment ",$249/night, 57%  ,Tudor City ,Serviced apartment,2,1
 City Room - Street View Apt ,$129/night, 55%  ,Manhattanville ,Apartment,2,1
 Spacious & Stylish 2br-Prime Williamsburg Hot Spot ,$275/night, 41%  ,Greenpoint ,Apartment,4,1
 10 min from JFK and 30min to NYC ,$93/night, 62%  ,East New York ,Apartment,1,1
" Amazing light, spacious & Modern ",$206/night, 53%  ,Blissville ,Apartment,2,2
 Treetop Luxury Chelsea Apartment W/ King Size Bed ,$213/night, 90%  ,Clinton ,Apartment,1,1
 Remodeled Brand New Brooklyn Apartment ,$129/night, 74%  ,Bushwick ,Apartment,1,1
 Suite with Private Gated Entrance ,$162/night, 57%  ,Carroll Gardens ,Apartment,1,1
 Large 2 bedroom in prime Location Brooklyn ,$225/night, 82%  ,Greenpoint ,Apartment,N/A,1
" Breathtaking, panoramic views of Downtown NYC/FiDi ",$184/night, 92%  ,SoHo ,Apartment,1,1
" 1 bedroom apt, comforts of home, close to all.. ",$67/night, 85%  ,Bay Terrace ,Apartment,2,1
 Lovely Two Bedroom Apt in Prime North Williamsburg ,$223/night, 73%  ,Greenpoint ,Apartment,2,1
 Gorgeous Grand 2 BR LES Gem! ,$289/night, 54%  ,DUMBO ,Apartment,3,1
" Huge 1BR 5 min to Park, Train ",$80/night, 45%  ,Flatbush ,Apartment,1,1
 Stylish unique Loft in prime area of Brooklyn ,$117/night, 84%  ,Clinton Hill ,Loft,1,1
 Charming & Sunny Studio in the Heart of NYC ,$206/night, 88%  ,NoHo ,Loft,1,1
 Bright Sunny Spacious Apt in Historic Neighborhood ,$125/night, 85%  ,Red Hook ,Apartment,1,1
 All New Garden Apartment ,$168/night, 44%  ,Clinton Hill ,Apartment,2,1
 Mid Century Modern Greenwich Village 1 Bedroom ,$298/night, 48%  ,Stuyvesant Town ,Apartment,1,1
 Cozy 1br+den near subway and Manhattan ,$97/night, N/A%  ,Rego Park ,Apartment,2,1
 Beach Bungalow 2 ,$109/night, 87%  ,Arverne ,Apartment,N/A,1
 Peaceful and Pleasant Studio ,$85/night, 42%  ,Flatbush ,Apartment,N/A,1
 Luxury 1BR Apartment with Washer & Dryer ,$173/night, 52%  ,Navy Yard ,Apartment,1,1
 Private Studio on Prospect Park-close to Manhattan ,$84/night, 63%  ,Park Slope ,Apartment,N/A,1
 Quiet Two Bedroom with Sunroom ,$107/night, 78%  ,Bushwick ,Apartment,2,1
 Midtown 2 full bedrooms ,$360/night, 60%  ,Midtown ,Apartment,2,1
 Stunning 2BR Apartment in Sunnyside ,$166/night, 81%  ,Woodside ,Apartment,2,1
 Perfect House for the Whole Family ,$315/night, N/A%  ,Borough Park ,Townhouse,4,2.5
 Studio in the Heart of Soho ,$170/night, 83%  ,NoHo ,Apartment,1,1
 Steps 2 Empire State Building  amazing studio NYC ,$123/night, 86%  ,Sutton Place ,Apartment,2,1
 A Brooklyn Experience ,$181/night, 90%  ,Clinton Hill ,Apartment,2,1.5
 1 Bedroom townhouse apt in Chelsea w/ back garden ,$276/night, N/A%  ,Chelsea ,Apartment,N/A,1
 Charming 1 br - most perfect block! ,$105/night, 96%  ,Park Slope ,Apartment,1,1
 Beautiful 3 bedroom loft  Greenpoint/Williamsburg! ,$131/night, 77%  ,Blissville ,Loft,3,1
" It's ""THAT DREAM HOUSE"" in Williamsburg ",$191/night, 81%  ,Blissville ,House,4,1.5
 Lovely Charming and quiet 2 bed apartment ,$156/night, 48%  ,Corona ,House,4,1
 Studio near Time Square ,$115/night, 75%  ,Midtown ,Apartment,1,1
" Sunny 2bdrm Apt. near Bryant Park, Apt 2B ",$139/night, 86%  ,Midtown ,Apartment,4,1
 Four Bedrooms with a View of Manhattan ,$385/night, 16%  ,Astoria ,House,5,2
 Midtown Apartment ,$155/night, 72%  ,Hunters Point ,Apartment,2,1
 Full Floor Townhouse Apt steps from Central Park! ,$230/night, 57%  ,Carnegie Hill ,Apartment,2,1
 NYCHaven4:Entire house minutes from JFK and Casino ,$204/night, 80%  ,Jamaica ,House,7,2
 Big & Beautiful 1-BR w/Private Backyard ,$131/night, 73%  ,Manhattanville ,Apartment,1,1
 Great ZEN & Peaceful one bedroom in Time Square! ,$171/night, 80%  ,Tudor City ,Apartment,1,1
 Urban Beach Apartment in the heart of Rockaway ,$125/night, 86%  ,Rockaway Beach ,Apartment,3,1
 Garden level studio w/backyard ,$92/night, 82%  ,Marine Park ,Townhouse,1,1
" Sixth Ave Chelsea, Studio Serviced Apartment ",$204/night, 71%  ,Tudor City ,Serviced apartment,2,1
 Luxury condo with views in Brooklyn ,$225/night, 67%  ,Carroll Gardens ,Apartment,2,1
 Luxurious SOHO 2 BR Washington Sq Park ,$158/night, 56%  ,Greenwich Village ,Apartment,2,1
 Penthouse Exclusive Garden Top Apartment ,$236/night, 51%  ,Bay Ridge ,Apartment,3,1
 Cozy and Bright One Bedroom in BK ,$165/night, 82%  ,Blissville ,Apartment,1,1
" On Fifth, Across From Central Park ",$160/night, 81%  ,Carnegie Hill ,Apartment,2,1
 Cheerful & Practical Garden Apartment Near Subway ,$56/night, 96%  ,East Tremont ,Apartment,3,1
" Cozy, Clean NYC Studio in the Heart of Manhattan! ",$168/night, 37%  ,Hunters Point ,Apartment,2,1
 2bdrm apt w/private backyard in Artsy Bushwick ,$122/night, 85%  ,Bushwick ,Apartment,3,1.5
